股票代码,截止日期,股票简称,行业代码,所属省份,股权性质,净资产收益率(%),资产报酬率(%),EBITDA率(%),营业收入增长率(%),成本费用利润率(%),总资产周转率(%),应收账款周转率(%),存货周转率(%),营业周期,现金资产比率(%),技术人员占比(%),研发营收比(%),发明专利申请数,数字化软硬件投入比(%),管理层数字职务设立,数字化战略导向前瞻性,数字化战略导向持续性,数字化战略导向广度,数字化战略导向强度,数字发明专利,数字国家级奖项,数字创新论文,数字创新标准,数字创新资质,两权分离率(%),数字人力计划投入,数字资本计划投入,科技创新基地建设,员工人均营收比(%),提供岗位增长率(%),员工收入增长率(%),社会责任报告质量,供应链合作伙伴,数字化供应链覆盖度,客户集中度(%),供应商集中度(%),行业名称,score
300591,2020,万里马,19,广东省,其他,-0.257607,-0.131734,-1.2998731037,-0.491376,-0.389551,0.295612,0.798957,69.597102,692.048118,-0.0042664572692378,21.42,9.53,0.0,0.238336352410005,0.0,4.0,5.0,4.0,0.102417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3873661664374295,-43.46717654557043,-0.34701836187834223,0.0,0.0,18.0,65.99,29.33,皮革、毛皮、羽毛及其制品和制鞋业,0.0617285442673903
300591,2021,万里马,19,广东省,其他,-0.293016,-0.13302,-1.0228982734999998,-0.012533,-0.315511,0.373219,1.040043,69.268123,543.720912,0.1004881127850734,19.33,9.25,0.0,0.31222118281626,0.0,5.0,6.0,4.0,0.080994,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.471888106828929,-18.940248027057493,-0.05323861299465838,0.0,0.0,18.0,48.16,27.31,皮革、毛皮、羽毛及其制品和制鞋业,0.06434636751347228
300591,2022,万里马,19,广东省,其他,-0.451528,-0.252112,-1.9637000727,0.40177,-0.386337,0.554703,1.68028,67.68386000000001,322.180939,-0.1587110055659159,20.54,7.13,0.0,0.0,0.0,6.0,7.0,4.0,0.09719,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.6105303860205391,8.344923504867863,0.21833481609034067,0.0,0.0,19.0,64.61,45.65,皮革、毛皮、羽毛及其制品和制鞋业,0.06258223244266434
300591,2023,万里马,19,广东省,其他,-0.140241,-0.071724,-0.43398222630000005,0.299178,-0.117503,0.631807,1.843133,66.759061,280.940338,0.0077765722525736,19.76,4.96,0.0,0.81656414928066,0.0,7.0,8.0,3.0,0.047663,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.8087604767015707,-1.9255455712451908,0.1388038312638138,0.0,0.0,8.0,75.6,45.65,皮革、毛皮、羽毛及其制品和制鞋业,0.07313362486754714
300593,2018,新雷能,38,北京市,民营,0.057693,0.048549,0.6976275262,0.376458,0.081325,0.453758,2.841237,69.87137700000001,411.376696,0.0671367347978545,34.66,17.29,0.0,0.0,0.0,2.0,3.0,1.0,0.029505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3226600567975626,41.88280499519692,0.41145357034545293,0.0,0.0,3.0,32.47,22.13,电气机械和器材制造业,0.031135232352214444
300593,2019,新雷能,38,北京市,民营,0.095775,0.06907,1.2141479412,0.620639,0.106499,0.559401,3.440137,69.57768100000001,336.551251,0.0472107670279049,35.63,16.31,0.0,0.0,0.0,3.0,4.0,4.0,0.148699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4966855838842444,5.280974949221395,0.21184677493189508,0.0,0.0,1.0,39.03,29.08,电气机械和器材制造业,0.04559361842431737
300593,2020,新雷能,38,北京市,民营,0.160361,0.114149,2.0317733826,0.090993,0.223608,0.546084,3.232588,69.94150300000001,413.214599,0.0098198371089389,33.82,16.5,0.0,0.0,0.0,4.0,5.0,1.0,0.039239,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4733844456011236,14.4694533762058,0.27658480663081253,0.0,0.0,1.0,26.83,21.21,电气机械和器材制造业,0.036334747787170565
300593,2021,新雷能,38,北京市,民营,0.252865,0.160777,3.7617862523000003,0.753713,0.277031,0.697426,4.338613,69.81316100000001,354.82508,-0.0253326473910334,31.85,14.77,0.0,0.0695027684398549,0.0,5.0,6.0,2.0,0.070449,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.6438873280653595,28.93258426966292,0.850111968271705,0.0,0.0,1.0,55.96,22.46,电气机械和器材制造业,0.0488899163840658
300593,2022,新雷能,38,北京市,民营,0.128231,0.0968,3.8990634239,0.159563,0.231803,0.486634,3.184891,70.11660300000001,463.909303,-0.0677938622668099,35.49,16.21,0.0,0.148293072541345,0.0,6.0,7.0,3.0,0.05776,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,0.5904588389007581,26.448801742919393,0.4814293882524447,0.0,0.0,1.0,53.61,18.85,电气机械和器材制造业,0.05287156371406665
300593,2023,新雷能,38,北京市,民营,0.032383,0.023405,1.8142821403,-0.144027,0.068345,0.322723,1.95011,70.354927,639.6823,0.0081445586203183,44.04,24.48,0.0,0.328573592807025,0.0,7.0,8.0,2.0,0.03709,0.0,0.0,0.0,0.0,0.0,0.0,525.0,0.0,0.0,0.5217785174279616,-3.135768435561681,0.07061392789154364,0.0,0.0,3.0,56.26,25.59,电气机械和器材制造业,0.06175177334187503
300595,2018,欧普康视,35,安徽省,民营,0.221418,0.227736,2.5484425337,0.471043,1.019637,0.42638,8.104345,68.194838,168.070102,0.1209741050520987,34.17,2.8,0.0,0.03016700156301,0.0,1.0,2.0,1.0,0.023533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5104897177060134,40.973312401883824,0.5562027879225495,0.0,0.0,0.0,10.42,77.34,专用设备制造业,0.03206893741505131
300595,2019,欧普康视,35,安徽省,民营,0.233994,0.235118,3.5105154699,0.41116,0.942386,0.456572,7.398832,68.434104,183.157776,0.1714580901689401,23.53,2.49,0.0,0.026702851374125,0.0,2.0,3.0,5.0,0.116422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3961443454745866,81.84855233853006,0.47796313152539427,0.0,0.0,4.0,7.96,67.88,专用设备制造业,0.04922192283145356
300595,2020,欧普康视,35,安徽省,民营,0.258949,0.241651,4.973352767,0.345894,1.030062,0.455971,7.204586,68.193363,174.109277,0.1721411836757266,23.13,2.19,0.0,0.03453808324983,0.0,3.0,4.0,1.0,0.026164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4520579449948078,17.94243723208817,0.3945754723916907,0.0,0.0,0.0,7.03,51.4,专用设备制造业,0.031314308608956114
300595,2021,欧普康视,35,安徽省,民营,0.261348,0.265216,7.269567412100001,0.487424,0.988621,0.499502,8.670502,67.775452,149.890987,0.2119796994025633,23.6,2.11,0.0,0.04365325846125,0.0,4.0,5.0,1.0,0.013724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4671882556493507,43.92523364485981,0.34974797819989534,0.0,0.0,3.0,6.54,47.79,专用设备制造业,0.03639855456357805
300595,2022,欧普康视,35,安徽省,民营,0.195379,0.194901,8.3634552279,0.177811,0.977279,0.377043,8.321055,68.090967,162.735223,0.1273248527569387,21.35,2.2,0.0,0.01473705975908,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5256096049207443,4.689754689754699,-0.0051954862158430926,0.0,0.0,2.0,5.47,42.85,专用设备制造业,0.030057769164550538
300595,2023,欧普康视,35,安徽省,民营,0.156659,0.15905,9.0001914625,0.138889,0.858425,0.32661,7.677296,68.072995,165.721673,0.1310737381758717,3.1,4.23,0.0,0.038012305882,0.0,6.0,6.0,1.0,0.010068,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.5379896140662743,11.268090971743616,0.14732479342904536,0.0,0.0,2.0,9.06,31.57,专用设备制造业,0.031070239175938222
300596,2018,利安隆,26,天津市,民营,0.194085,0.136356,2.8950308995999996,0.30229,0.177555,0.848168,6.372834,68.33986200000001,186.630336,0.0173512010870188,15.32,4.51,0.0,0.190416282203525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.4155559719885822,8.01644398766701,0.48977060981916165,0.0,0.0,3.0,22.18,22.34,化学原料和化学制品制造业,0.01868226536261295
300596,2019,利安隆,26,天津市,民营,0.172931,0.120606,3.8208886716,0.329734,0.171273,0.765669,6.298036,68.46658000000001,193.39293,0.0526875999851434,14.0,4.02,0.0,0.129617239587735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.136960624189655,65.55661274976212,0.3002562881730124,0.0,0.0,0.0,15.05,25.66,化学原料和化学制品制造业,0.012759569601170664
300596,2020,利安隆,26,天津市,民营,0.140608,0.105147,4.7622397087,0.255003,0.156612,0.713097,5.965275,67.99428900000001,176.912972,0.0490340971046758,15.0,4.09,0.0,0.13780000869035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3053560117034702,9.310344827586214,0.3286420242210484,0.0,0.0,0.0,10.95,23.12,化学原料和化学制品制造业,0.01121726457594763
300596,2021,利安隆,26,天津市,民营,0.177348,0.111455,6.554735533400001,0.387407,0.160697,0.733611,6.562127,67.65858700000001,159.820218,0.0559599476984061,14.0,4.39,0.0,0.10060897462894,0.0,0.0,1.0,3.0,0.051715,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.4802905577052,22.344900105152465,0.20646750358312535,0.0,0.0,1.0,9.77,23.7,化学原料和化学制品制造业,0.024005072190389005
300596,2022,利安隆,26,天津市,民营,0.160461,0.095903,8.4010420584,0.405891,0.137227,0.735958,7.272591,67.789201,158.422149,0.0677647089294682,12.41,4.3,0.0,0.08478404722681,0.0,1.0,2.0,3.0,0.039186,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,1.6466452042400543,26.385904598195097,0.27097402927716496,10.000068332029944,0.0,2.0,9.51,22.08,化学原料和化学制品制造业,0.04997221591869078
300596,2023,利安隆,26,天津市,民营,0.087113,0.056491,7.3170906847,0.089963,0.083909,0.668314,6.231401,67.66877000000001,163.076102,0.0210176202540232,13.65,4.42,0.0,0.15774941531014,0.0,2.0,3.0,3.0,0.055306,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1.7449441797024794,2.8561713702822233,-0.07058001811403336,0.0,0.0,4.0,10.47,24.34,化学原料和化学制品制造业,0.03012350022014572
300599,2018,雄塑科技,29,广东省,民营,0.153515,0.138895,2.9757830619,0.218854,0.149348,1.082598,13.19103,65.199252,88.888499,0.0593297139996967,10.14,2.78,0.0,0.12037881586631,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0318704435371902,-9.068136272545091,0.06079026980919666,0.0,0.0,1.0,11.64,37.07,橡胶和塑料制品业,0.0175820487472048
300599,2019,雄塑科技,29,广东省,民营,0.155353,0.151512,3.5228552552999997,0.07906,0.167414,1.071195,11.817438,65.631235,96.886619,0.1220952309596062,11.24,3.01,1.6094379124341005,0.168196201009295,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.195098759633353,-6.831955922865019,0.010800064815334132,0.0,0.0,1.0,8.31,38.87,橡胶和塑料制品业,0.03147241017856245
300599,2020,雄塑科技,29,广东省,其他,0.127341,0.119733,3.3690921273,0.023713,0.141946,0.974925,11.909233,66.00786500000001,101.749838,0.1267968003546811,9.46,3.49,0.0,0.1443089225628,0.0,4.0,2.0,1.0,0.023936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1930995629008074,2.542874039030152,0.1161160978432494,0.0,0.0,0.0,8.17,37.11,橡胶和塑料制品业,0.026605574832382545
300599,2021,雄塑科技,29,广东省,其他,0.055376,0.046062,2.1850063796,0.139648,0.055159,0.915944,11.116294,65.80182400000001,100.935396,0.0018470347498205,8.94,2.98,0.0,0.099952779306655,0.0,5.0,3.0,1.0,0.02243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2628509280610605,7.670126874279126,-0.056191418082770506,0.0,0.0,1.0,8.99,37.76,橡胶和塑料制品业,0.025319729186677666
300599,2022,雄塑科技,29,广东省,其他,-0.000759,-0.001946,1.1250299001000001,-0.249695,0.000518,0.633284,6.982073,66.971383,139.385791,0.1015981232470479,7.74,2.63,0.0,0.0902929070400049,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0529917949821428,-10.016068559185864,-0.18117380201815927,0.0,0.0,3.0,7.97,36.4,橡胶和塑料制品业,0.02402110829317597
300599,2023,雄塑科技,29,广东省,其他,0.011948,0.010043,1.4870788608,-0.269676,0.029124,0.483039,5.756593,67.32267800000001,158.485994,0.0798386671613058,7.04,2.5,0.0,0.15943860967067,0.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,0.9188923972403984,-16.309523809523807,-0.2323353149342483,0.0,0.0,3.0,10.44,38.82,橡胶和塑料制品业,0.03296934843003838
300601,2018,康泰生物,27,广东省,民营,0.300079,0.182967,5.6616727756,0.736949,0.316145,0.727184,2.906537,70.209539,508.984775,0.1008486867478823,11.34,8.76,0.0,0.0020111401787412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7599500887870856,14.829659318637267,0.6691717966573152,10.0,0.0,0.0,4.37,39.54,医药制造业,0.03947742097681947
300601,2019,康泰生物,27,广东省,民营,0.250492,0.183526,7.5314039576,-0.036477,0.497712,0.533234,2.039721,70.391025,652.659488,0.1279477460806008,18.26,11.09,0.0,0.00698240850368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4545896361826347,16.57940663176265,0.19618242965606147,8.000082743567479,0.0,0.0,4.16,34.38,医药制造业,0.03569841166824966
300601,2020,康泰生物,27,广东省,其他,0.132943,0.110957,8.5750351508,0.163557,0.503777,0.334076,1.698094,70.48122500000001,753.527387,0.0458915069537588,20.8,12.09,0.0,0.00683443701023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.106792647856094,52.919161676646695,0.35528060368812264,9.000123416521731,0.0,0.0,2.66,42.93,医药制造业,0.04017829784924366
300601,2021,康泰生物,27,广东省,其他,0.151938,0.116298,18.1313973482,0.61513,0.674723,0.307759,2.376395,69.841667,430.137219,0.1167765859813825,18.81,20.22,0.0,0.028574397787475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49369934401636,19.676945668135097,0.5004699402991417,8.001074225841265,0.0,0.0,48.2,48.38,医药制造业,0.04629113398063622
300601,2022,康泰生物,27,广东省,其他,-0.014622,-0.025731,-1.30357219,-0.135455,-0.129216,0.226051,1.682256,70.601679,868.926232,0.0395823321895922,23.04,31.47,0.0,0.149381228995455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.5646193036620415,-17.464212678936608,0.10464865180310291,8.000611833691165,0.0,2.0,6.09,42.2,医药制造业,0.041051492630421405
300601,2023,康泰生物,27,广东省,其他,0.092978,0.06503,11.7947598495,0.101361,0.365958,0.240889,1.368825,70.444946,776.011003,0.0684837841211779,18.93,15.59,0.0,0.298575813327155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,1.8283063749631965,-5.74826560951437,0.0442049963537523,10.000458621147184,0.0,5.0,3.5,47.64,医药制造业,0.050171441598937744
300604,2018,长川科技,35,浙江省,民营,0.081972,0.05046,0.355440628,0.202048,0.165228,0.354911,1.791853,69.958443,507.085194,0.0183514925737314,53.98,28.55,0.0,0.05967036347346,0.0,1.0,2.0,5.0,0.25934,0.0,0.0,0.0,0.0,0.0,3.7383,0.0,0.0,0.0,0.4781449350884956,47.23127035830619,-0.485032700921034,0.0,0.0,1.0,79.34,24.5,专用设备制造业,0.05895534278745898
300604,2019,长川科技,35,浙江省,民营,0.01627,0.003696,0.189783659,0.845416,0.009456,0.398913,2.047977,70.27230300000001,588.692141,-0.0324622834937463,49.22,26.82,0.0,0.03288069975482,0.0,2.0,3.0,4.0,0.114293,0.0,0.0,0.0,0.0,1.0,3.3696,0.0,0.0,0.0,0.5166244799740933,70.79646017699115,2.791918603121883,0.0,0.0,1.0,40.28,20.36,专用设备制造业,0.04808900477753572
300604,2020,长川科技,35,浙江省,民营,0.074841,0.051857,1.0442958309,1.015448,0.094105,0.504316,2.391464,70.117968,503.765174,0.0238945766949309,54.65,23.9,0.0,0.024943345289235,0.0,3.0,4.0,1.0,0.049819,0.0,0.0,0.0,0.0,0.0,3.2881,0.0,0.0,0.0,0.869945151991342,19.68911917098446,1.6429307551294194,0.0,0.0,0.0,38.04,17.53,专用设备制造业,0.03949092727942856
300604,2021,长川科技,35,浙江省,民营,0.123508,0.085295,2.4725608626,0.880039,0.169966,0.582892,2.947527,70.060561,455.357857,-0.0029040544383808,55.0,23.36,0.0,0.040608194583755,0.0,4.0,5.0,1.0,0.021731,0.0,0.0,0.0,0.0,0.0,2.6622,0.0,15.251830279040952,0.0,0.8968726394836795,82.35930735930737,1.051791815653946,0.0,0.0,1.0,40.61,17.49,专用设备制造业,0.06216649912340612
300604,2022,长川科技,35,浙江省,民营,0.185589,0.12343,5.276038485,0.704921,0.231798,0.643331,3.263968,70.27064700000001,521.531573,0.0263303045901814,55.26,25.83,0.0,0.0290516965321949,0.0,5.0,6.0,1.0,0.027022,0.0,0.0,0.0,0.0,0.0,2.6622,1675.0,0.0,0.0,0.7954705305680766,92.22551928783382,0.6468457558127912,0.0,0.0,1.0,54.47,16.42,专用设备制造业,0.05122399887741878
300604,2023,长川科技,35,浙江省,民营,0.019187,0.011737,1.1395958223,-0.311067,0.024471,0.335143,1.799226,70.75760700000001,1106.495873,-0.1260842126957158,54.51,44.38,0.0,0.0786324832684,0.0,6.0,7.0,1.0,0.02163,0.0,0.0,0.0,0.0,1.0,2.5851,2034.0,0.0,0.0,0.4852528321268453,12.93609138623031,-0.10851594117220331,0.0,0.0,1.0,51.34,18.1,专用设备制造业,0.056718984651593495
300607,2018,拓斯达,34,广东省,民营,0.202885,0.140492,2.1697406769,0.567324,0.193515,0.834138,3.357506,68.30501100000001,236.489411,0.0674559859673773,27.12,5.67,0.0,0.1988676143353,0.0,2.0,3.0,5.0,0.246508,4.0,0.0,0.0,0.0,1.0,4.0707,0.0,0.0,0.0,0.6973795952270081,23.154121863799283,0.22436357936948403,0.0,0.0,1.0,33.91,25.09,通用设备制造业,0.0893215116235074
300607,2019,拓斯达,34,广东省,民营,0.145297,0.10536,2.5015708373,0.385833,0.156037,0.758867,2.661258,66.744455,219.786995,0.0458042585099264,34.72,4.21,0.0,0.12003322507483,0.0,3.0,4.0,5.0,0.151878,1.0,0.0,2.0,0.0,0.0,0.0,0.0,11.980106183568708,0.0,0.9575336596424452,0.93131548311991,0.11633781814730891,0.0,0.0,2.0,41.36,21.43,通用设备制造业,0.07552796145661134
300607,2020,拓斯达,34,广东省,民营,0.268304,0.177367,6.1512167045,0.65954,0.298952,0.822841,3.718725,68.418451,231.847392,0.2492231957652505,33.73,5.83,0.0,0.19217572807636,0.0,4.0,5.0,5.0,0.134228,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.050491668581777,51.268742791234146,6.655889379354162,0.0,0.0,3.0,22.02,12.98,通用设备制造业,0.0816822820290423
300607,2021,拓斯达,34,广东省,民营,0.03074,0.016446,1.1213108384000001,0.194994,0.025394,0.638824,3.767524,69.23265,286.109292,-0.0523647503168203,34.05,4.3,0.0,0.1545078227494,0.0,5.0,6.0,5.0,0.078251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1381729104839269,10.29355699580632,-0.5027747073468484,0.0,0.0,10.0,43.23,11.26,通用设备制造业,0.05613943246055875
300607,2022,拓斯达,34,广东省,民营,0.072035,0.034339,2.582731524,0.513567,0.041126,0.770826,3.252382,68.465947,247.63199,0.0209385213887597,45.63,2.61,5.198497031265826,0.1390816469121299,0.0,6.0,7.0,5.0,0.086306,0.0,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,2.155610998866782,-20.08295886622883,0.1315278002484992,10.0,0.0,5.0,44.97,7.96,通用设备制造业,0.11836283125414018
300607,2023,拓斯达,34,广东省,民营,0.043054,0.024831,2.1772165629,-0.086494,0.028624,0.662447,2.198416,67.345927,261.688404,0.0273517703945783,42.03,3.03,0.0,0.240292812058135,0.0,7.0,8.0,5.0,0.082457,0.0,0.0,0.0,0.0,0.0,0.0,314.0,0.0,0.0,1.7205995041572184,14.446366782006926,0.10762449468189804,0.0,0.0,5.0,35.24,6.78,通用设备制造业,0.059938687463858276
300610,2018,晨化股份,26,江苏省,民营,0.119129,0.111278,1.0641959911,0.11857,0.132624,0.921532,14.179121,64.708139,82.301461,0.0777924602111707,14.44,3.16,0.0,0.01347665450195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.155364633054332,12.935323383084585,-0.27900815834841786,0.0,0.0,1.0,11.72,35.93,化学原料和化学制品制造业,0.0115828445374907
300610,2019,晨化股份,26,江苏省,民营,0.113989,0.107817,1.2512377967000001,0.022998,0.14334,0.839055,15.916268,65.211291,84.274555,0.1012043393272468,12.76,3.0,0.0,0.026215388741705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1041126328806583,7.048458149779746,-0.1432273183355418,0.0,0.0,2.0,10.11,40.91,化学原料和化学制品制造业,0.012764505117946984
300610,2020,晨化股份,26,江苏省,民营,0.144642,0.138272,1.8328359377,0.118471,0.192779,0.821481,18.775532,64.900862,77.953643,0.0958439117487199,11.74,3.32,0.0,0.0249874854988,0.0,0.0,1.0,2.0,0.04785,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1366858409974747,8.64197530864197,-0.10242568413104325,0.0,0.0,1.0,12.93,32.74,化学原料和化学制品制造业,0.022274129281148754
300610,2021,晨化股份,26,江苏省,民营,0.148581,0.13709,2.0665927891,0.324743,0.158386,0.967926,27.987615,63.844699000000006,62.926447,0.1308866104011379,12.81,3.43,0.0,0.016110475836885,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4833413482960198,1.5151515151515138,-0.05715444474470566,9.000001654933225,0.0,2.0,12.22,35.69,化学原料和化学制品制造业,0.03860300737868246
300610,2022,晨化股份,26,江苏省,民营,0.106287,0.095299,1.665544243,-0.09575,0.13117,0.813853,24.669469,65.316111,77.237643,0.0944902544048127,14.49,3.95,0.0,0.009503012057855,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3135370233373935,2.1144278606965106,-0.11086516581401964,9.0,0.0,2.0,10.75,40.06,化学原料和化学制品制造业,0.0397660558395046
300610,2023,晨化股份,26,江苏省,民营,0.051726,0.042957,1.020929516,-0.137847,0.067497,0.658893,20.328962,65.514892,82.594879,0.0551188764337307,14.82,4.21,0.0,0.01113263221397,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.16803805129397,-3.0450669914738104,0.12478412544263406,9.000084417095785,0.0,3.0,12.04,44.93,化学原料和化学制品制造业,0.04347647227465602
300611,2018,美力科技,34,浙江省,民营,0.027667,0.030836,0.6504563167,0.357634,0.042101,0.58199,2.926285,67.72353500000001,230.897966,0.0347422951121758,10.08,4.99,0.0,0.01780759568574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5181452358935361,41.20805369127516,0.42593660727646254,0.0,0.0,0.0,52.65,53.57,通用设备制造业,0.019486414214892108
300611,2019,美力科技,34,浙江省,民营,0.035368,0.033033,0.8023372562000001,0.103465,0.042003,0.56989,2.665417,68.044188,254.025989,0.0600928789110019,12.12,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5653069303383459,1.1406844106463865,0.2620671879345706,0.0,0.0,0.0,45.8,57.99,通用设备制造业,0.021223034683277044
300611,2020,美力科技,34,浙江省,民营,0.063076,0.05265,1.0918292607,0.119911,0.072727,0.591858,2.564379,67.742866,249.783885,0.0698298168026285,14.21,6.07,0.0,0.04360594286952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5567037605867768,13.7218045112782,0.09542722953718276,0.0,0.0,0.0,42.67,43.3,通用设备制造业,0.017994316324133015
300611,2021,美力科技,34,浙江省,民营,0.02586,0.024395,0.9476131456999999,0.212597,0.020713,0.54118,2.750184,67.69022600000001,237.866108,0.0150860359712682,13.75,6.15,0.0,0.03817396859541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5613880692164949,20.24793388429753,0.23046010765671165,0.0,0.0,1.0,33.87,46.04,通用设备制造业,0.01810002040033201
300611,2022,美力科技,34,浙江省,民营,-0.055408,-0.012708,0.7760107884999999,0.331255,-0.041766,0.571641,3.12843,67.28856,210.914788,0.0373469170977466,10.65,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.6227924436712486,19.999999999999996,0.2421697273026822,0.0,0.0,1.0,31.34,34.54,通用设备制造业,0.012068993146080694
300611,2023,美力科技,36,浙江省,民营,0.026696,0.025951,1.6251847295,0.265621,0.029011,0.674467,3.100191,67.032661,206.136551,0.048493602734169,11.47,3.73,0.0,0.0673911525436899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.7735982140359753,1.8900343642611617,0.16728146192335736,0.0,0.0,0.0,30.53,41.14,汽车制造业,0.014364443310379194
300616,2018,尚品宅配,21,广东省,民营,0.168379,0.116503,7.1139750837,0.248324,0.091957,1.344184,505.965915,63.41541900000001,47.841793,0.1221936935224026,8.17,3.14,0.0,0.03585235566184,0.0,1.0,2.0,7.0,0.249983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4092742163010408,-5.422879776328049,2.533995914161753,0.0,0.0,10.0,5.44,19.55,家具制造业,0.04360136100649181
300616,2019,尚品宅配,21,广东省,民营,0.161041,0.108255,7.6870770771000005,0.092606,0.092216,1.269413,184.821102,65.01149500000001,61.32411,0.1011650521194692,12.03,3.31,0.0,0.604591618717055,0.0,2.0,3.0,6.0,0.345314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4620290680750875,-3.2148795959844767,2.420989571050942,0.0,0.0,4.0,4.09,20.12,家具制造业,0.05086057825738068
300616,2020,尚品宅配,21,广东省,民营,0.028677,0.018112,3.1140745952,-0.10293,0.01685,1.054201,84.275495,66.215925,78.347956,0.0211615326148573,9.03,3.78,0.0,0.99309593475818,0.0,3.0,4.0,5.0,0.215036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3958570680387748,4.702513522112639,0.3695809565106589,0.0,0.0,3.0,3.74,17.51,家具制造业,0.05095161366468948
