score,content,location,datetime
4,镇馆之宝金缕玉衣看了，s型龙纹玉佩大概是叫这个名也看了，感觉内容还挺多的，组织设计的一般般，有个敲章打卡的机器倒是不错，就是非要买他的纸才能盖章；其他的讲解啊、周边啊就缺的有点厉害；哪怕是休息时候能有杯咖啡喝喝也好啊,重庆市,2023-11-14 04:43:00
4,非常小但是精致的汉文化博物馆，有地方存包，对外地游客很友好。展品比较多。,河南省,2023-11-13 13:36:00
5,了解一座城市最快的方法是去当地的历史博物馆！听说明清文化看北京、隋唐文化看西安、两汉文化看徐州！不管你是单身还是情侣，还是带孩子的父母，一定要感受一下这悠长文脉经久不衰的魅力！划重点一定要提前一天在公众号预约，我之前就没预约,浙江省,2023-11-13 12:50:00
5,第一次进博物馆，看到了镇馆之宝金缕玉衣，值得一提的是，就在金缕玉衣边，还同时陈列有低级别的银缕玉衣和铜缕玉衣，真的能明显看到玉的品质和工艺差别。最喜欢的还是一对翡翠手镯，不得不说中国人的审美，刻在骨子里永不过时。,山东省,2023-11-12 23:37:00
5,需要预约现场预约也可以，周末去的名额还挺多约成了下午场上午去的，门卫大叔也给放进去了,四川省,2023-11-12 16:44:00
5,徐州博物馆，作为地方博物馆，馆藏精品很多！,河北省,2023-11-12 07:35:00
4,徐博是集中展示东西两汉文化的地方3层总共7、8个展厅大都展示的是两汉相关的文物以及少部分更早殷商时期和汉以后的陈列最喜欢的是天工汉玉的展厅各种玉器真的是精工细作，s型龙纹玉佩超好看金缕玉衣边上还有银缕和铜缕玉衣参观完出来边上还有范增墓、汉代采石场和乾隆行宫等小景点可以看看过了旅游旺季依然火爆，需要提前在公众号上预约,上海市,2023-11-11 11:02:00
4,都说明清看北京，两汉看徐州，来徐博后才知道徐州建市有2600年历史，是江苏省最古老的城市，颠覆认知之旅！许是周末，参观人数爆棚，幸亏提前一天预约，当天来是只能打道回府了。徐州古称彭城，博物馆一楼设有千秋古彭展厅，按时代发展展示了徐州地区出土的各类宝藏，最早的文物好像距今已有6500年历史，有人物浮雕的砖块以前没见过！,辽宁省,2023-11-11 06:14:00
5,徐州博物馆是游客徐州必备的打卡景点，徐州博物馆是免费景点，需要提前预约，是国家4a级旅游景区。博物馆由陈列主楼、土山东汉彭城王墓、汉代采石场遗址、乾隆行宫及碑园四个展区组成。徐州博物馆陈列主楼为主展区，常年陈列有古彭之宝、金戈铁马、天工汉玉、俑偶华彩、明清家具、邓永清捐赠明清书画等展览。徐州博物馆是以陈列主楼为中心，其北侧、西南侧、东南侧分别有土山汉墓、采石场遗址、乾隆行宫及碑园等重要文物保护单位的格局。喜欢历史的可以看看，绝对不枉此行。,江西省,2023-11-10 23:26:00
5,免费景点，里面的藏品很多，转了好久,上海市,2023-11-10 14:47:00
5,徐州博物馆是位于中国江苏省徐州市的一座综合性博物馆。该博物馆成立于1959年，是中国国家一级博物馆。它展示了徐州地区的历史文化遗产，包括古代文物、艺术品、历史文献和民俗文化等。馆内设有多个展厅，展示了徐州的古代历史、文化、艺术和自然环境等方面的内容。徐州博物馆是一个重要的文化教育和研究机构，也是游客了解徐州历史和文化的重要场所之一。其中金缕玉衣非常有名,江苏省,2023-11-10 13:50:00
5,了解一个城市从博物馆开始，徐州博物馆和其他博物馆一样都需要提前先上预约这点千万不要忘记，不然真的会白来一趟！很幸运我抢到了当天的最后一个余票，小小激动了一把。徐州博物馆看起来不大但是藏品真的丰富特别是馆藏内的汉玉文化极具特色，下午三点半进的馆五点闭馆时间极为紧凑，建议大家至少预留出两个小时以上时间进行游览，找个导游听听藏品背后的历史故事体验感翻倍！之后根据自己喜欢查缺补漏细细游览！,四川省,2023-11-10 04:43:00
4,最最最推荐的景点！徐州的汉文化还是非常值得了解一下的，如果你的时间行程比较满的话可以试一下来这里，不会让你失望的博物馆有好几层每层都是不同的主题，建议一定要租一个讲解的电子设备旁边的乾隆行宫就像博物馆的后花园一样，可以去拍照，但是没有什么好逛的,陕西省,2023-11-09 14:07:00
5,家人们谁懂啊？盖章的快乐似神仙啊徐州博物馆徐州必到之处建议先去龟山汉墓后来徐博因为龟山汉墓里得真品大多在徐博就像寻宝一样建议请一位解说员一个小时左右非常值得两汉文化看徐州最喜欢玉器馆美轮美奂全馆九处盖章机只认自己的明信片我试了盖章本不进买套明信片就可以kuangkuang啦,江苏省,2023-11-09 13:20:00
4,需要预约需要预约需要预约，但很好预约博物馆是去每个城市都必去的地方，讲解仪器很值得，去的话建议租一个搜到了几个网红雕塑没找到单拍了几个还挺有趣的可惜的就是不少地方没有开放去的时间不太巧场馆整体比较小但也够逛了,安徽省,2023-11-09 11:52:00
5,本来徐州博物馆是计划之外的，刚好赶上云龙湖马拉松和下雨，直接把周日的行程改为了博物馆！一定要提前一天预约哈？进来之后是真的漂亮啊，感受徐州汉文化的底蕴，见过了最漂亮的一件金缕玉衣！有被震撼到的！而且大多数东西都被保存的比较完整，比上次去青州看过的文物完整太多！,北京市,2023-11-09 01:36:00
4,似乎最大亮点在玉器馆，同时坐拥金银铜缕玉衣,陕西省,2023-11-08 15:14:00
4,每到一个城市，博物馆是必去的，周二，没什么人，现场预约很方便就进去了，花了50块租了一个ai的眼镜，它会对重点的文物进行介绍，走到文物前，眼镜里直接进行扫描，文物立即生动起来，还是挺不错的。不过我更喜欢进馆找解说员介绍。,安徽省,2023-11-08 14:31:00
5,两汉看徐州！！一点没错，徐博的两汉玉器简直太精彩了，好像就一直在highc上面，一浪一浪都是高的，看多了容易心动过速。这里面有多少高古玉爱好者的头像啊，哈哈哈哈哈哈，不看实物还是不能体会馆藏珍品的具体，很多看实物特别喜欢的拍图出来觉得一般，所以，你应该来一次徐博，来链接我们血脉里的高古情节。,河南省,2023-11-08 09:11:00
5,来徐州太多次了，重来没去过博物馆，这次过来，给我太多的惊喜。博物馆不大，内藏却很丰富。把徐州从汉朝到民国讲述的清清楚楚，明明白白，让我从新认识了徐州，收获很大。,上海市,2023-11-07 04:04:00
4,徐州博物馆千年汉文化。最近大家都风靡各个地方的博物馆，要了解一座城，先从博物馆开始，文物不会说话，却承载着许多不为人知的故事，一眼阅千年，一馆揽万象。徐州博物馆给了我太多惊喜，从陶俑到青铜到玉璧，灯光布置氛围感拉满，尽然还能看到传说中的金镂玉衣，有种跨越时空的对视感！真的印象深刻，值得一看！,江苏省,2023-11-06 11:09:00
5,展览亮点:徐州博物馆展示的西汉s形龙形玉佩出土狮子山楚王陵，是徐州博物馆的标志哦,江苏省,2023-11-06 08:23:00
5,预约，别忘记预约，一定要提前预约！！走马观花式商徐州博物馆，普通人主打一个看过经历过饱读过丰富过,江苏省,2023-11-05 15:45:00
5,徐州虽然级别不算高，博物馆的东西倒是来这边很全，比浙江，苏州过之而无不及！其他的略过去不讲，金缕玉衣国宝级展品就值了，银缕玉衣这次外借了，可惜了，还有楚王墓出土的很多东西，别的博物馆几乎看不到，推荐来这边可以打卡一下！这次连墓这块的博物馆没开放,内蒙古自治区,2023-11-05 10:26:00
4,周末人是真多啊还有很多外国友人我还以为徐州是个小城市呢,河北省,2023-11-05 03:50:00
4,"yesterdaywheniwenttothemoodisnotstable,afterreadingthelaterfeelingthatinfactalifetimeissolong,thereisnoneedtotangleinsometriflesabovewillbebetter,lookatthefutureatthemoment",江苏省,2023-11-05 02:48:00
4,徐州博物馆来了，金缕玉衣看了，人太多。,山东省,2023-11-04 03:25:00
5,很有游客都夸赞徐州博物馆真是一座宝藏博物馆，,河北省,2023-11-03 15:33:00
5,徐州博物馆是一座值得一游的博物馆，并且学生票真的太划算啦！丰富的展览徐州博物馆收藏了大量的珍贵文物，包括陶器、青铜器、玉器、瓷器等，展览内容丰富，让您深入了解徐州的历史文化。独特的特色徐州博物馆以汉代文物展览为特色，展示了汉代文化的辉煌和丰富性，让您领略汉代文化的独特魅力。专业的讲解徐州博物馆有专业的讲解员，他们能够为您详细解读文物背后的历史和文化内涵，增加您对文物的了解和认识。互动体验徐州博物馆设有互动体验区，您可以亲手体验一些文物的制作过程，增加参观的趣味性和互动性。,陕西省,2023-11-03 15:28:00
5,徐州博物馆下雨天最适合逛博物馆了，提前再微信公众号预约，刷身份证就可以进去了，而且附近景点都在一起，对面就是云龙山，没下雨到是可以顺路去爬一下，徐州博物馆旁边楼梯下去是乾隆行宫，可以一起游玩，徐州现在基本都不用门票，真是大气呢,江苏省,2023-10-17 12:46:00
5,非常的有文化底蕴，交通:交通还挺便利的，对面就是云龙山，博物馆早上九点开门，里面的文物大多出土徐州本地古墓，龟山古墓什么的，在里面学习了很多关于历史。里面的玉雕也十分的精致，很值得大人小朋友去观赏一番,四川省,2023-10-17 06:55:00
4,徐州博物馆为国家一级博物馆，4a级景区，在云龙山的下面，逛完博物馆正好可以爬爬玉龙山。博物馆的展厅有三层，每层对应不同的文化，其中最有名的金镂玉衣在二层，的确很惊艳，惊叹于古人的神功天降。来这里游玩需要记得提前预约,云南省,2023-10-17 06:45:00
5,徐州免费参观和博物馆需要提前预约，馆很大有3层，很出乎我的意料，基本上都是古代挖掘出来的珍品。慢慢逛23个小时都没问题，从夏商一直到近代，出土的文物也非常多。人也不少，我去的时候已经是下午4点了人还非常多。对面就是云龙山。,江苏省,2023-10-17 03:47:00
4,公众号预约，十一放假前约的，提前一周可约，十一放假期间去的，人不是太多，一共有三层，玉佩很精美，汉墓展厅没有开放，很是遗憾，离户部山很近，走路可达，再往前走有个小吃街，停车困难，有商户收三十元钱让停门口，然后两小时就打电话让开走，说有贴条其实是停别的车。,河南省,2023-10-16 12:32:00
4,但凡作为国家历史文化名城。博物馆必有看点。更何况徐州作为华夏九州之一。6千年文明史。两汉发源地。九朝帝王之乡。自古为兵家之地和五省通衢商贾云集中心。历代底蕴深厚。做为国家一级博物馆。选址本身也是文物遗址。乾隆南巡时所住行宫。周边还有汉代采石场。虽不及汉朝建筑遗址建造更自洽。但历史延续性和历史文化氛围满满。最为两汉发源地。馆藏文物主要以汉墓，汉俑，玉石，金缕玉衣，金器为主。视死如生是封建制度帝王极权作祟。汉墓室穷奢极欲，极尽奢华。完全是大平层大house。门卫室，6间卧室，客厅，武器库，财务库，歌舞厅，园林庭院，2间厨房，3间厕所。沐浴室，水井，柴房。竟然有一个冷藏室凌阴。附属建筑不计。这样的园子放现在也是常人难以想象。西汉时期。沐浴日渐成为王室贵族的社会风尚。狮子山楚王墓的一间沐浴器库，出士有沐浴用的铜鉴、银鋗，烧水用的铜釜、铜鍪，淋水用的铜扁壶图7以及各式化妆盒、陶搓石以及沐浴香料等。沐浴器具上铭刻有楚王官廷官署名称，可见楚国王室沐浴程序复杂而讲究。沐浴早已超出洁身净体的目的，而更加注重美容、保健、养生。相比于19世纪路易十四王朝欧洲人一年洗一次澡。滋生体味。故而发明香水掩味。两千年前的西汉已不止于个人卫生。每日清晨盥洗。礼记记载三日具沐也就是三天洗一次头发。说文解字记载五日洒身五天用水冲洗身子。汉代的厕所与现代旱厕虽相差无几。但是现代化的下水道。并多了人性化的扶手和靠背。北方农村还是茅坑。蹲过的都知道蹲坑无疑于受刑。尤其是冬天如果此行顺畅还好。延时的话，即使年轻人站起来也得缓缓与它地汉陵出土多为男俑相比。徐州汉俑多为女子。而且女子参与社会分工多样化。除了侍女，舞者，还有背箭匣的武俑。消瘦婉约。面容紧张，眉头微蹙。沉闷感觉不到快乐不似云冈石窟雕像掩饰不住的快乐。映照了塑造它们的工匠内心深处。只有一个与汉代风格格不入梳着两个丸子发髻的丫头笑容似火。有些突兀。,上海市,2023-10-16 03:24:00
5,每到每个城市,江苏省,2023-10-15 13:09:00
4,徐州市博物馆距离云龙山景区非常近预约可进非暑假现场约也可以的门口不能停车出租车都会停在博物馆外面的路口整个博物馆不大主要介绍了徐州城的发展历程徐州主要的历史考古发现主要以汉代的发现为主对汉文化感兴趣的朋友一定要来,江苏省,2023-10-15 11:50:00
5,博物馆坐落于风景秀丽的云龙山北麓，展区整体由主陈列楼、土山东汉彭城王家族墓、清代乾隆行宫、碑园和汉代采石场遗址四部分组成，是目前国内唯一一座把馆建与墓葬、遗址相结合，集国保、省保、市保单位为一体的现代化地方综合博物馆。主要展厅古彭千秋，大汉气象，天工汉玉，汉家烟火，俑秀凝华，金戈铁马。,安徽省,2023-10-15 11:22:00
4,需要预约，镇馆之宝，金缕玉衣。,安徽省,2023-10-15 08:04:00
4,值得一看。毕竟徐州汉墓太多了，出土的文物太多了，精品也太多了。馆藏的精品我首推玉器，特别精美；陶俑次之，形神具备，栩栩如生；还有就是汉印封泥印，几百枚摆在那，很震撼据说出土几千枚。逛了两遍觉得不过瘾，想想也是，画像石和汉墓都有另有展馆啊。最后提一点意见，展柜玻璃有点脏，里外都有污渍。,四川省,2023-10-14 15:03:00
4,没停车场，停车很不方便，博物馆很小，人很多像赶大集,河南省,2023-10-14 08:19:00
4,徐州博物馆值得一看还好看了评论提前网上做了预约否则国庆期间这么多人根本别想进去可看的内容很多可惜讲解器当天租不到了否则还是一定要租个讲解器边看边学习一下的看到很多小朋友在每个馆打卡盖章原来这是徐州的特色无奈人太多没法再走一遍了留着遗憾等下次有机会吧,新疆维吾尔自治区,2023-10-13 17:23:00
4,去徐州一定要去博物馆打卡，里面详细讲述了古老彭城的前世今生。还有刘邦和汉王朝的各种故事，还有楚汉相争的历史，非常的精彩。能从各处反应当时彭城已经是非常重要军事地位了。地方不算大，所以建议最好一早开门就去，人就比较少。,安徽省,2023-10-13 13:47:00
5,徐州博物馆沉淀了一座城的汉风楚韵放慢脚步，历史拉开帷幕一眼阅千年，一馆览万象，历史的东西，落在眼里的远比书本上更惊艳,安徽省,2023-10-13 03:43:00
4,徐州博物馆除了在沈阳故宫博物馆看到过清朝的八旗盔甲，南昌博物馆看到过青铜头盔，这次在徐州博物馆是第一次看到完整的汉朝、元朝盔甲，还有明朝的锁子甲。徐州博物馆一共三层，院子后面还有一座汉墓，可惜现在因为修整没有开放。馆藏里面有三个金缕玉衣，还有一个关于玉的专门展厅，有一个棺材用玉做的，这个属实罕见。还有一个全套的汉朝印章展令人印象深刻。,江苏省,2023-10-04 11:27:00
5,免费的博物馆十一提前预约提前预约提前预约1.三层博物馆下午3点有公益讲解是发耳机那种讲解员是个瘦弱的小姐姐讲了快俩小时讲的非常好不大呼小叫不抑扬顿挫娓娓道来没有重复的话但是就是字字如矶让你每个字听清楚明白2.一层古彭千秋讲述彭城历史二层大汉气象汉家烟火天工汉玉三层金戈铁马俑秀凝华3.梁王城遗址出土的骸骨是个女子旁边有小孩的骸骨4.汉朝时官员工作五天第六天休沐回家洗头洗澡去了5.大同币钱山铜钱堆积如山6.s形玉龙佩这是狮子山楚王墓出土玉里染了土气呈褐色染了水银呈黑色染了血气呈紫色7.金缕玉衣狮子山楚王墓出土之前的金丝被盗墓贼偷走了国家出钱修复8.战时古代盔甲顺鳞相下是步兵逆鳞向上是骑兵9.翘袖折腰舞刘邦戚夫人所擅长舞者纷纷效仿1011.前面是官俑手持笏板发髻是有个孔是插毛笔的皇上有指示拿下来毛笔随时改动这里还有一个左撇子头上的孔与别人相反真是栩栩如生后面是箭俑后背有个小箱子放箭12.镇墓兽脸上涂上颜色是兽面白色是人面13.出土的大量的官印14.楚王墓的玉棺里面的金片都被盗了后被修复15.铜戈是铜矛与铜戟的组合16.笑面俑是胡人17.五十练钢剑最薄出几毫米已经包浆了18.古代王有金缕玉衣屡屡被盗后来发展玉面罩19.楚王龟钮印20.汉画像石庖厨图里有一个图专门烤羊肉串的小炉子与今天的几乎一样这也是徐州是烤肉的鼻祖的证明秦唐文化看西安明清文化看北京两汉文化看徐州汉代三绝汉墓汉兵马俑汉画像石江苏三宝苏州园林南京六朝陵墓石雕徐州汉代三绝一定来徐州博物馆看看,上海市,2023-10-05 10:18:00
5,来徐州，一定要去看看徐州博物馆和几大汉墓，历史浓缩的见证。博物馆占地面积非常大，前面还有个小园林，馆舍年纪挺大了，感觉应该快到了马上建新馆的时候了。一定要提前预约哦，现在不管是哪个季节基本上都是旅游旺季了，整体转下来看仔细点两个小时差不多。可惜没有文创商店，没有把博物馆带回家。文物非常精美，值得一看，展陈手段和形式略显落后，可以再继续创新啦。,安徽省,2023-10-04 07:26:00
4,公众号上提前预约了今天上午，博物馆是免费的，国庆期间人还是很多的，馆内三层，门口买了打卡册子和纪念徽章，博物馆的展品还是挺有看头的，带着孩子蛮适合来打卡了解一下汉文化历史的！我们参观了1个半小时，如果细看估计需要半天以上！,江苏省,2023-10-04 06:14:00
5,非常值得一看，免费预约，就在云龙山脚下，值得花23个小时仔细看，唯一不足博物馆的语音导览功能一般。彭城王墓没有开放太可惜了,安徽省,2023-10-04 04:00:00
4,一共三层，文物很多，能感受到徐州的历史。带孩子的或是对历史很有兴趣的建议找个讲解。自己看呢只能欣赏，并不能了解故事。,四川省,2023-10-04 03:19:00
4,这个博物馆的人就和丰储街排队买吃的一样，多是多的来，节假日一定要提前预约。展馆三个楼面，不大但是宝贝不少啊。很吵，印象中博物馆是非常安静的。博物馆在游客服务中心有寄存行李，找工作人员盖到此一游章！展馆每个楼面有那种机器章，是那种38元9张的的自助明信片然后机器打卡，很一般，没意义。还不如手机拍照。没有文创产品，有那么多藏品竟然没有冰箱贴。馆长没有营销意识,山东省,2023-10-04 01:47:00
4,国庆假期人真的很多，不需要门票，就是需要提前预约。这几天基本约不到当天,安徽省,2023-10-04 00:55:00
4,免费预约的博物馆，值得一看。但是没有预约到可以请海鲜市场的导游带进去。200元包讲解，讲解了两个小时，认真负责。博物馆很大，可以看一上午。买了个纪念币带回去,江苏省,2023-10-04 00:53:00
4,需要提前公众号预约，一个成人可以带一个14岁以下小朋友。国庆节假日，人真的蛮多的，门口有点乱。一楼大厅有自助购买盖章的卡片，买完后可以去每个展厅自己盖章。整个博物馆三层，不算大，逛一圈认真听一下讲解器，12小时够了。特别喜欢汉玉这个展厅，里面东西太美了。唯一遗憾，挺好的一个博物馆，为什么没有自己的文创。,江苏省,2023-10-03 14:38:00
5,解锁一座城市从博物馆开始任何一地的博物馆都记载着城市的更迭、历史的沉淀、经典的滚烫它是一个物件，它也是一个生动的故事，无数的它们在不同的主题展厅里，低调的婉婉道来着自己逾百年逾千年的纪实，仿佛是隔空对话，很有意思！,江苏省,2023-10-03 10:33:00
4,门票不花钱的。免费的，不过要提前预约，赶上旅游旺季出行的游客太多了。下午来博物馆溜溜，了解了解这座城市的文化底蕴，大件儿的行李还可以寄存，交通还算方便，地铁可以直达，好几个场馆可以参观，也有讲解员。可以租赁眼镜。金缕玉衣很震撼,江苏省,2023-10-03 09:50:00
4,公众号提前预约好，十一期间人流量也可以，不是特别多，一共三层，多数都是汉墓出土的文物，玉器非常精美，保留也比较完好，汉墓展厅没有开放，很遗憾，出门左拐的小巷里就是户部山，有些保留的古建筑，也有个小吃街，感觉比较一般。,江苏省,2023-10-03 03:01:00
5,徐州博物馆本来我预计也就一个小时逛完了，没想到现在有精选展品的ai眼镜可以提供30个具体解说，以及打卡盖章，还是很有意义的。虽然徐州博物馆没有苏州博物馆那么大，但是馆藏的金缕玉衣等等真的值得一看！,江苏省,2023-10-03 02:03:00
4,2023年10月2日下午14点20本人在博物馆遗失一本黄色风琴式盖章纪念册，烦请捡到的小伙伴们可以联系有偿归还。也可以交给博物馆服务台，已在那里留了联系方式。册子不值钱别人拿在手里可能只是觉得好看好玩，但对我来说是很多的旅行回忆烦请谅解。万份感谢,安徽省,2023-10-02 22:50:00
5,很丰富的收藏，来徐州一定要来徐博，不同展馆建设也各有特色，很值，馆内有集章卡售卖,河南省,2023-09-30 05:52:00
4,有一天的时间在徐州逛一逛，做了很多的攻略，还是决定到徐州博物馆来看一看，提前很久在微信公众号上预约了参观。当天一开馆。就进馆了。周六的徐州博物馆人也不算特别多。基本展馆都可以安安静静的慢慢看完。场馆还有卖专门的明信片用于印章打卡，但是看有几个小姐姐打完卡。全都要平摊着晾干，感觉有些麻烦，就没有购买。,黑龙江省,2023-09-30 05:28:00
5,徐州24小时特种兵之再逛徐州博物馆展览亮点徐博的每个展厅都是精华，一定要按顺序一个个逛过去，每一个都是浓缩的很精彩的展品了。tips1.进了门就可以租一个讲解器，带视频的，小朋友和老人家更适合用。2.这次有个盖章的惊喜是提前没听说的，是一个九宫格拼图集章，盖章点藏在每个馆里，我还进行了实物和章的同框打卡，很有意思，有种寻宝的感觉！！展览内容馆藏文物的丰富就要自己去感受了，最爱的汉舞俑，真太绝了！！,安徽省,2023-09-30 05:03:00
2,首先是标识不清，外地来的根据导航都不知道在哪，后来还是问了路人才知道要从小路上去，毕竟是个博物馆，大家旅游的话都会去打卡一下，都没有标识，边上有啥隧道，完全不知道往哪走。其次就是人太多了，馆内人多之后嘈杂混乱，虽然说是预约制，但是人流量过大影响观赏体验，无心观看，整个馆不大，而且也没有文创馆，体验挺差的,安徽省,2023-09-30 03:35:00
5,徐州博物馆展览的玉器是顶好看的，残存的玉器仍能一窥汉代王朝玉器的巅峰。也初步的了解了徐州彭城的历史，这座城市的历史价值也许被主流历史学低估了。徐州博物馆中的镇馆之宝金缕玉衣。可能不少朋友在各地博物馆都见过金缕玉衣，可是这一件，却是目前为止最为难得的一件金缕玉衣。其长175厘米，使用4248枚玉片，编缀金丝重1576克。,陕西省,2023-09-29 09:24:00
4,周末24小时出门旅游，这一次我们选在了徐州。我们参观了徐州的博物馆，去的时候正逢暑假，而且徐州天气炎热，大多数旅客都来到徐州博物馆避暑参观。三层的楼梯台阶上，每层都坐满了旅客。博物馆按照年代种类陈列着不同的文物。最好是请一个导游或者是电子讲解，可以对每件文物一一讲解，可以更好的了解中国文化,河北省,2023-09-29 06:23:00
5,整体来说休息区域面积有点小，国庆假期卖货区域都关门租了一个ar眼镜50块钱。宝贝很多交互体验也不错就是逛累了歇脚的地方少了还有因为眼镜一开始调试有点小问题，小姐姐还送了明信片哦原来文创产品只送不卖啊,山东省,2023-09-29 02:44:00
4,徐州博物馆与云龙山面对面门对门建筑看起来也是挺气派的，据滴滴司机介绍说这里珍藏了许多汉朝的珍贵文物，有的还是仅此独有的，所以下了云龙山就想去博物馆，没想大门紧闭。。。不会又是周一闭馆吧也没有可询问的工作人员，就只能下次再来了。。。,安徽省,2023-09-28 15:46:00
5,在不同的城市都喜欢博物馆逛一逛看着不同的藏品解读文字感觉很有趣切身体会一下老祖宗的智慧结晶,浙江省,2023-09-28 14:22:00
5,每一座城市都会一个属于自己城市的博物馆，徐州也不例外！第一次带孩子们打卡徐州博物馆，虽然场馆略显老旧，但是馆内藏品丰富，对了解汉代历史也有很大的帮助。网上预约门票，免费参观，进馆是带身份证刷证进门，很方便。交通徐州打车很方便，不管是出租车还是网约车，或者共享电动车，都可以轻松抵达。展览内容徐州汉墓很多，这里的展品也主要是汉墓出土的文物，金缕玉衣，汉代人俑都很有特点。假期逛逛博物馆还是很不错的选择，就是赶上小学生多的时候，也是有点闹的。,北京市,2023-09-28 00:33:00
5,大半天时间，匆匆掠过徐州博物馆、徐州汉兵马俑博物馆、水下博物馆、汉画像石长廊、狮子山西汉楚王陵，重点看汉代三绝汉兵马俑、汉墓、汉画像石，可以说，汉代绝对是徐州的高光时刻。然古今多少事，只付笑谈中，如今只有辛勤的劳动者、高超技艺的无名工匠创造出的辉煌艺术珍宝留存世间。事实证明历史是人民创造的！,江苏省,2023-09-27 09:54:00
2,徐州博物馆不算大三层两个小时不到就能逛完印象最深刻的就是金缕玉衣了不得不感叹古人的精巧工艺有一件展出了没有看到有些可惜,江苏省,2023-09-26 07:53:00
5,真的很棒，需要提前预约，文化物件挺多的,安徽省,2023-09-26 06:57:00
4,藏品丰富，特别是玉器，很能反应徐州的历史。,山东省,2023-09-26 06:48:00
5,江苏徐州，古称彭城，自古乃兵家必争之地。西楚霸王项羽曾以彭城为都，汉高祖刘邦的故乡也在这里。徐州地区分布着多座汉代诸侯王陵墓，这些王陵出土的大批珍贵文物都收藏在徐州博物馆。徐州博物馆许多闻名遐迩的珍藏来自狮子山楚王墓。陶俑百态,江苏省,2023-09-29 15:01:00
5,需要先在微信公众号里预约是免费的有3层可以逛一共6个展厅很震撼的视觉体验徐州真的是宝藏城市,江苏省,2023-09-21 04:24:00
4,直接公众号预约即可，周一还是周二是闭关的，注意时间，门票免费。进门可以自重售卖机上购买打卡的卡片，边欣赏边打卡很有趣。场馆一共分为三层，每一层都有不同的内容，展品非常出彩，镇馆之宝金缕玉衣看了直叫人震撼，非常值得一去的地方,山东省,2023-09-20 13:07:00
4,小仙女儿の日常徐州徐州博物馆很遗憾，没能进去。本来以为自己错峰过来的，当天预约就可以了，没想到这么多人来，门票很早就被抢完了，在徐州呆的时间很短，后面一天又是周一，博物馆都是闭馆的，导致最后没有机会进去领略一下汉文化的风采，相信以后还有机会再来的，期待下次再见,辽宁省,2023-09-20 12:26:00
4,除了徐州博物馆的馆藏展览，今天来这里居然看到了来自南京博物院的特展，挺好，重要的展品都有介绍，字也够大，看的很清楚，通过这些介绍让我们游客增加了对文物的了解，生动有趣。性价比也很高，在南京博物院看其他博物馆来展览的宝贝都在特展厅，需要另外买票。,江苏省,2023-09-20 11:41:00
4,感受彭城历史，了解徐州变化。真的很不错，里面各个馆分的都很细。不需要门票，直接预约就可以了。,内蒙古自治区,2023-09-20 05:13:00
4,参观徐州博物馆，需要在徐州博物馆微信公众号或官方网站提前预约。徐州博物馆现设有古彭千秋大汉气象汉家烟火天工汉玉金戈铁马俑秀凝华写六个展厅。个人感觉，其中的天工汉玉展馆，充分展示了徐州鲜明的汉代文化特色。馆藏汉代出土的金缕玉衣璀璨耀眼。,江苏省,2023-09-19 06:57:00
5,博物馆需要提早一周预约..当天预约是无法入场的.博物馆一共三层总的来说不是很大挨个参观的话两个小时也足矣..详细的介绍了彭城从石器时代至今为止的文化及历史藏品很丰富从金缕玉衣到唐三彩再到九州图都是从小历史课本中耳熟能详的现在都看到了实物..,河南省,2023-09-17 16:55:00
4,徐州博物馆乃徐州地标性建筑之一作为刘邦故里，徐州汇集了几千年的文明古墓之众多令人震惊，是全国开放汉墓参观最多的城市展品众多，尤其是纵观徐博构造，偏旧，展览规划不是特别合理，各馆之间是独立展览的，比较麻烦，不断的动线重复节假日人真的非常多，尤其是前来参观的小孩特别多,湖北省,2023-09-17 16:28:00
5,交通就在江苏师范大学旁边走几步路就到了，还是挺大的。个三层展览厅，每一层都不一样，展览的文物有玉石类的陶土类的距离今天结束等等4分钟。里面的站务还是比较高端的还有很多展品外出借展，最值得一看的是金缕玉衣。很震撼！,北京市,2023-09-17 14:58:00
5,年龄大了，开始喜欢逛博物馆了，尤其喜欢这种珠光宝气的展品，带小朋友的可以租个3d眼镜的讲解器，视觉加讲解看的听的特别认真。,江苏省,2023-09-16 10:54:00
5,环境很好，有很多馆，能让孩子学习到很多汉代文化，陈列背后都有故事颇有意义，是很值得一去的地方，建议请讲解，馆对面就是云龙山，离的很近，客服中心有一个章，喜欢盖章的朋友提前准备好本子，里面有存包的地方，很方便,江苏省,2023-09-16 03:03:00
4,交通:坐落在市中心，周围还有云龙山，云龙湖，坐地铁或者公交就能过来，交通便利展览亮点:1.汉兵马俑。大家熟知的都是秦兵马俑，其实汉也有兵马俑，只是外型和规模比较小，名气小tips:博物馆要提前预约，不预约进不去。博物馆比较小，承载量不大，约晚了可能没名额。。。,重庆市,2023-09-15 14:32:00
4,每去一座城市必去博物馆，最快了能到这里的从古至今，需要提前网上预约，上午第一站便是，一共三层，里面有很多不错的内容，还有免费的储物柜和热水提供。大概两个小时左右可以逛完，出来对面是云龙山，可以选择爬山或索道上下山，我选了爬上去索道下，但是索道最后一班大概是440左右，五点就停止了，为了追日落，后面又选择步行下山上山大概用时40分，下山15分钟左右,浙江省,2023-09-14 15:14:00
